Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std
ISS_201RF_FMOVIE001_VIMS,0,16332,2014-02-05T17:27:57,0.0,359.98,6.189,6.793,6.463,125.848,142.903,134.71,130.811,137.752,134.657,68.86,90.73333333333333,2.60265,0.78669,1.81306,0.49362,0.59478,0.16934,0.41376,0.1032,1.75152,0.65823,1.21899,0.42468,0.25635,0.04199,0.18032,0.03198
ISS_202RF_FMOVIE001_PRIME_1,0,8082,2014-03-01T22:16:29,192.14,353.76,12.655,13.213,12.854,43.326,45.635,44.465,46.397,47.752,47.13,68.651,44.9,0.83582,0.20965,0.56846,0.14216,0.19402,0.01751,0.13195,0.01139,0.62329,0.19969,0.42392,0.13568,0.01852,0.01211,0.01259,0.00822
ISS_202RF_FMOVIE001_PRIME_2,0,7983,2014-03-02T04:46:53,192.62,352.26,12.381,12.658,12.524,48.633,50.685,49.653,47.752,48.766,48.258,68.646,44.35,0.91599,0.21053,0.60972,0.13973,0.14853,0.012,0.09887,0.00787,0.6968,0.20527,0.46378,0.13633,0.07067,0.01198,0.04706,0.00806
ISS_203RF_FMOVIE001_PRIME_1,0,10424,2014-04-13T09:58:53,0.0,359.98,10.141,12.41,10.51,136.293,140.028,138.183,71.942,74.655,73.308,68.28,57.91111111111111,7.01512,1.62746,2.00475,0.4251,2.08844,0.34328,0.59651,0.07869,4.31441,1.27198,1.23348,0.34614,0.61227,0.12681,0.17477,0.03172
ISS_203RF_FMOVIE001_PRIME_2,0,10373,2014-04-13T17:56:45,0.0,359.98,10.689,12.747,11.027,128.856,131.971,130.363,70.154,72.202,71.145,68.279,57.62777777777778,4.6589,1.07844,1.50054,0.32649,1.24506,0.11836,0.40127,0.02736,3.03092,1.01687,0.97542,0.3145,0.38293,0.0645,0.12385,0.02189
ISS_205RF_FMOVIE001_PRIME,0,16327,2014-06-22T08:27:09,0.0,359.98,13.225,14.067,13.403,105.362,109.43,107.395,52.828,55.049,53.922,67.7,90.70555555555555,1.53831,0.47821,0.90488,0.27863,0.40825,0.04811,0.24028,0.02758,1.07734,0.44844,0.63359,0.26209,0.05272,0.01593,0.03101,0.0093
ISS_207RF_FMOVIE001_PRIME,0,15526,2014-08-16T11:01:17,0.0,359.98,7.982,12.837,9.711,46.626,57.76,51.974,109.508,117.211,113.272,67.262,86.25555555555555,1.68955,0.5795,0.66476,0.22776,0.3236,0.0419,0.12711,0.01515,1.23429,0.5473,0.48593,0.21611,0.13166,0.03274,0.05172,0.01224
ISS_208RF_FMOVIE001_PRIME_1,0,6323,2014-09-20T13:16:13,0.0,359.98,6.55,7.652,7.067,131.766,142.565,137.267,126.573,132.691,129.71,67.002,35.12777777777778,3.08803,0.84439,1.95586,0.47777,0.76583,0.14324,0.48564,0.07274,2.03324,0.62477,1.28859,0.36505,0.28896,0.14711,0.18164,0.08766
ISS_208RF_FMOVIE001_PRIME_2,0,3234,2014-09-20T18:29:17,0.0,359.98,8.572,8.9,8.687,134.256,137.962,136.097,116.48,118.709,117.621,67.0,17.96666666666667,3.8074,0.72071,1.76093,0.31205,0.82288,0.06558,0.38087,0.02266,2.62641,0.66645,1.21408,0.29466,0.35811,0.03538,0.16598,0.01627
ISS_208RF_FMOVIE002_PRIME_1,0,9237,2014-09-26T08:25:33,98.6,283.32,13.797,14.638,13.991,117.243,118.898,118.056,61.891,62.863,62.369,66.958,51.31666666666666,2.76658,0.99669,1.28217,0.45806,0.66042,0.09091,0.30619,0.04161,1.98655,0.92056,0.92052,0.42359,0.11961,0.03061,0.05545,0.01408
ISS_208RF_FMOVIE002_PRIME_2,0,8856,2014-09-26T15:33:49,106.12,283.22,14.143,14.914,14.323,119.607,121.426,120.542,60.916,62.149,61.55,66.953,49.2,3.00366,1.05148,1.43003,0.49701,0.57571,0.0664,0.27405,0.02981,2.12561,0.95535,1.01183,0.45205,0.30234,0.15297,0.14415,0.07295
ISS_209RF_FMOVIE001_PRIME_1,0,8221,2014-10-27T01:33:17,51.92,216.32,13.132,15.311,13.454,132.592,134.346,133.499,70.939,72.118,71.542,66.732,45.67222222222222,6.22431,1.27669,1.9697,0.40047,1.28782,0.05529,0.4076,0.01497,4.17257,1.18752,1.32057,0.37476,0.76392,0.1558,0.24153,0.04783
ISS_209RF_FMOVIE001_PRIME_2,0,7788,2014-10-27T07:45:01,96.58,252.32,13.562,17.381,13.919,127.736,129.046,128.372,70.394,71.136,70.761,66.732,43.266666666666666,4.91477,1.23712,1.6192,0.40783,1.23686,0.15172,0.40719,0.04689,3.45259,1.14859,1.13777,0.37988,0.22533,0.04734,0.07424,0.0156
ISS_211RF_FMOVIE001_PRIME,0,18000,2015-01-03T18:11:09,0.0,359.98,13.463,14.351,13.896,79.82,82.621,81.286,61.425,61.79,61.61,66.249,100.0,1.5287,0.38394,0.72688,0.1828,0.31715,0.02221,0.1508,0.01064,1.04874,0.36979,0.49866,0.17601,0.16281,0.02484,0.07742,0.01186
ISS_211RF_HIRESFRNG001_PRIME,0,3936,2015-01-10T03:44:29,163.78,243.24,4.56,5.77,5.116,113.776,124.844,119.537,120.339,125.13,122.816,66.213,21.866666666666667,2.05041,0.45478,1.10736,0.23787,0.47445,0.05699,0.25588,0.02121,1.39511,0.42893,0.75372,0.23065,0.18085,0.01865,0.09776,0.00809
ISS_211RI_EGAPMOVMP001_PRIME,0,17996,2015-01-02T23:46:37,0.0,359.98,14.505,15.637,15.037,83.031,85.643,84.41,61.174,61.642,61.429,66.254,99.97777777777777,1.53857,0.38914,0.73585,0.18633,0.31642,0.01649,0.15133,0.00798,1.05551,0.37478,0.50482,0.17937,0.16664,0.02443,0.0797,0.01175
ISS_212RF_FMOVIE001_PRIME_1,0,8084,2015-02-07T00:23:57,168.82,330.48,10.735,15.123,11.46,75.77,77.893,76.867,70.606,71.122,70.977,66.03,44.91111111111111,1.90589,0.44775,0.62124,0.14594,0.45079,0.02877,0.14693,0.00947,1.34386,0.43356,0.43805,0.14126,0.11124,0.01851,0.03626,0.00602
ISS_212RF_FMOVIE001_PRIME_2,0,8053,2015-02-07T06:36:45,173.78,334.82,10.055,11.876,10.376,82.149,84.196,83.234,71.038,71.379,71.271,66.024,44.73888888888889,2.12735,0.50231,0.6831,0.16144,0.44771,0.05772,0.14377,0.01863,1.50649,0.46019,0.48375,0.14789,0.17314,0.02837,0.05558,0.00903
ISS_213RF_FMOVIE001_PRIME,0,18000,2015-03-09T20:46:21,0.0,359.98,12.139,17.85,13.064,99.487,102.313,100.929,81.421,81.573,81.507,65.827,100.0,4.97488,0.86863,0.7347,0.12831,0.91628,0.0519,0.13532,0.00769,3.39323,0.83686,0.50113,0.12366,0.66537,0.09115,0.09825,0.01338
ISS_213RF_FMOVIE002_PRIME,0,16870,2015-03-10T22:27:09,0.0,359.98,10.249,23.54,11.696,93.58,97.145,95.521,81.329,81.658,81.536,65.821,93.72222222222221,4.72679,0.87579,0.69569,0.12866,0.86032,0.05915,0.12664,0.00887,3.23389,0.85739,0.47597,0.12605,0.63258,0.09561,0.09308,0.01393
ISS_231RI_EGAPMOVMP001_PRIME,0,17043,2016-02-06T01:18:20,0.0,359.98,13.688,29.628,18.122,101.171,103.566,102.413,80.483,81.306,80.916,64.161,94.68333333333334,4.81762,1.20305,0.7589,0.18147,1.11752,0.13233,0.17653,0.02232,3.19419,1.17582,0.50249,0.17891,0.50592,0.20152,0.07988,0.03181
ISS_232RF_FMOVIE001_PRIME,0,17145,2016-02-10T00:41:00,13.08,355.96,11.481,16.945,11.951,83.924,86.845,85.384,76.528,77.179,76.865,64.147,95.25,2.97998,0.79858,0.67761,0.18484,0.64012,0.07316,0.14546,0.01668,2.05075,0.80439,0.46654,0.1858,0.28911,0.11024,0.0656,0.02469
ISS_232RI_EGAPMOVMP001_PRIME_1,0,17083,2016-02-21T02:05:16,0.0,359.98,14.188,24.861,16.324,106.382,108.922,107.707,77.85,78.946,78.333,64.102,94.90555555555555,4.4319,1.50502,0.89505,0.30098,0.78234,0.16169,0.15805,0.03186,3.07288,1.41122,0.62026,0.28282,0.57668,0.16643,0.11675,0.03456
ISS_232RI_EGAPMOVMP001_PRIME_2,0,7632,2016-02-21T15:15:08,0.0,359.98,14.516,22.753,15.871,99.915,100.874,100.347,77.63,78.076,77.813,64.105,42.4,3.68027,1.24106,0.77681,0.26108,0.77868,0.06225,0.16436,0.01289,2.63492,1.18533,0.55613,0.2494,0.26667,0.09857,0.05632,0.02086
ISS_233RF_FMOVIE001_PRIME_1,0,9491,2016-03-06T01:38:04,0.0,359.98,10.518,11.901,10.812,56.568,58.669,57.669,67.892,68.379,68.106,64.053,52.727777777777774,1.55761,0.52751,0.58062,0.19494,0.25228,0.02614,0.09407,0.00971,1.13777,0.51903,0.42406,0.192,0.16757,0.05983,0.06249,0.02232
ISS_234RF_FMOVIE001_PRIME,0,7896,2016-04-01T01:26:20,0.0,359.98,6.11,7.045,6.464,35.326,39.73,37.623,68.896,69.681,69.286,63.964,43.86666666666667,1.65035,0.4736,0.5839,0.16919,0.24307,0.06573,0.08596,0.02326,1.3036,0.46113,0.46126,0.16455,0.10368,0.05696,0.03668,0.02021
ISS_234RI_EGAPMOVMP001_PRIME,0,15959,2016-04-07T23:05:00,0.0,359.98,13.082,17.853,13.669,106.889,110.064,108.491,74.098,75.677,74.844,63.94,88.66111111111111,3.44247,1.06449,0.89959,0.27927,0.50797,0.04442,0.13273,0.01137,2.35908,0.94394,0.61703,0.24873,0.57542,0.33543,0.14982,0.08721
ISS_235RF_FMOVIE001_PRIME,0,16001,2016-05-01T13:42:20,0.0,359.98,8.45,9.797,9.022,20.862,26.416,23.758,64.972,66.837,65.881,63.866,88.89444444444445,1.50096,0.62312,0.6124,0.25037,0.15875,0.04636,0.06472,0.0184,1.15059,0.54795,0.46961,0.22087,0.19162,0.25318,0.07806,0.1023
ISS_235RF_FMOVIE002_PRIME_1,0,9195,2016-05-09T19:29:32,0.0,359.98,12.678,14.452,12.939,104.741,106.921,105.857,69.0,70.37,69.661,63.841,51.083333333333336,2.73454,1.37627,0.94784,0.46456,0.47595,0.20241,0.16505,0.06778,1.88066,1.1596,0.65169,0.39292,0.37792,0.18023,0.13109,0.06097
ISS_235RF_FMOVIE002_PRIME_2,0,8548,2016-05-10T02:30:52,0.0,359.98,15.404,20.542,16.476,97.389,99.059,98.196,68.625,69.497,69.049,63.844,47.488888888888894,2.28637,1.35829,0.81558,0.47538,0.49118,0.04977,0.17562,0.01773,1.62217,1.09495,0.57857,0.38409,0.17302,0.31317,0.06139,0.10981
ISS_236RF_FMOVIE002_PRIME,0,18000,2016-06-10T12:09:00,0.0,359.98,11.548,12.254,11.899,94.945,99.659,97.281,62.948,65.853,64.377,63.753,100.0,1.90265,0.91746,0.8191,0.38534,0.37723,0.05458,0.16325,0.02482,1.33793,0.80846,0.57569,0.34131,0.18749,0.16663,0.08016,0.07018
ISS_239RF_FMOVIE001_PRIME,0,17385,2016-08-02T13:36:28,0.0,359.98,9.808,10.195,9.986,47.273,53.584,50.453,40.945,41.466,41.084,63.617,96.58333333333333,0.77404,0.25733,0.58345,0.19405,0.12104,0.02292,0.09124,0.01729,0.61346,0.24323,0.46241,0.1834,0.03954,0.02005,0.0298,0.01512
ISS_239RF_FMOVIE002_PRIME_1,0,9232,2016-08-12T12:44:44,0.0,359.98,9.052,9.45,9.12,112.996,116.595,114.802,64.208,67.166,65.662,63.591,51.288888888888884,2.29438,0.36461,0.944,0.14332,0.4142,0.04182,0.17022,0.01303,1.55653,0.33848,0.64166,0.14078,0.32365,0.12265,0.13212,0.04602
ISS_239RF_FMOVIE002_PRIME_2,0,6414,2016-08-12T20:09:32,0.0,359.98,9.882,11.197,10.206,103.621,105.956,104.782,63.087,64.833,63.953,63.594,35.63333333333333,1.7052,0.2831,0.74918,0.12777,0.41519,0.03694,0.18243,0.01812,1.23572,0.26211,0.54281,0.11641,0.0543,0.01804,0.02394,0.00822
ISS_239RI_HIRESAFRG001_PRIME_1,0,5148,2016-08-07T15:05:00,92.44,195.38,3.302,3.475,3.352,74.974,90.301,82.52,123.764,134.981,129.397,63.606,28.599999999999998,1.14168,0.22802,0.7268,0.16607,0.19564,0.02348,0.12392,0.01735,0.92149,0.23213,0.58734,0.16264,0.02455,0.00437,0.01554,0.0029
ISS_240RF_FMOVIE002_PRIME,0,10126,2016-08-23T01:03:56,0.0,359.98,8.047,14.65,8.466,130.02,134.649,132.408,77.31,81.141,79.237,63.568,56.25555555555556,7.6905,1.46321,1.41206,0.17031,1.55652,0.32961,0.28449,0.03216,4.84337,0.94805,0.8947,0.15309,1.29061,0.57198,0.23287,0.07793
ISS_241RF_FMOVIE001_PRIME,0,11481,2016-08-29T18:07:56,0.0,359.98,5.168,5.626,5.33,10.818,33.586,24.051,36.836,53.29,42.425,63.555,63.78333333333334,0.84412,0.37519,0.61093,0.24073,0.12303,0.05791,0.08955,0.04045,0.68775,0.32785,0.49728,0.21134,0.03334,0.06896,0.0241,0.04994
ISS_242RF_FMOVIE001_PRIME,0,18000,2016-09-17T00:59:40,0.0,359.98,10.381,11.723,11.1,107.609,114.325,110.955,65.442,70.583,67.984,63.517,100.0,2.44979,0.7211,0.91252,0.24562,0.59263,0.11075,0.22031,0.03312,1.70747,0.65668,0.63727,0.2335,0.14969,0.06299,0.05494,0.01994
ISS_243RF_FMOVIE001_PRIME_1,0,8072,2016-09-22T09:59:56,106.3,267.72,6.094,6.312,6.199,32.433,39.947,36.271,36.97,40.068,38.404,63.508,44.84444444444444,0.7908,0.2867,0.61904,0.22348,0.14172,0.02187,0.11099,0.01679,0.62459,0.2793,0.48883,0.21801,0.02449,0.01209,0.01922,0.00957
ISS_243RF_FMOVIE001_PRIME_2,0,7691,2016-09-22T17:06:36,106.72,267.84,5.053,5.578,5.313,40.18,48.064,44.33,36.844,38.81,37.676,63.504,42.727777777777774,0.74488,0.26299,0.58921,0.20735,0.07091,0.04592,0.05611,0.03631,0.57511,0.23982,0.455,0.18962,0.09887,0.0521,0.0781,0.04088
ISS_246RF_FMOVIE002_PRIME,0,18000,2016-10-27T16:29:48,0.0,359.98,9.805,13.079,11.227,109.384,116.716,113.037,63.726,69.794,66.743,63.444,100.0,2.43593,0.78571,0.95468,0.29672,0.5779,0.09166,0.22635,0.02911,1.66385,0.70831,0.65185,0.27212,0.19418,0.07298,0.07648,0.02869
ISS_253RF_FMOVIE001_PRIME_2,0,18000,2016-12-17T00:10:04,0.0,359.98,5.336,6.93,6.165,110.225,120.74,115.949,53.719,64.036,59.362,63.368,100.0,2.12811,0.52197,1.07521,0.24234,0.37921,0.05849,0.19083,0.01615,1.4485,0.48266,0.73249,0.23344,0.3004,0.09169,0.15189,0.04505
ISS_256RF_FMOVIE001_PRIME_1,0,9478,2017-01-07T17:49:47,0.0,359.98,5.535,6.338,5.94,112.466,118.047,115.412,55.42,60.88,58.302,63.343,52.65555555555556,2.09584,0.5559,1.09737,0.27719,0.40505,0.05736,0.21158,0.02221,1.43832,0.52744,0.75293,0.26689,0.25246,0.04771,0.13285,0.02658
ISS_256RF_FMOVIE001_PRIME_2,0,9438,2017-01-08T01:40:11,0.0,359.98,6.013,6.958,6.489,97.674,105.12,101.58,53.835,58.786,56.382,63.344,52.43333333333333,1.51724,0.43162,0.83788,0.23087,0.32904,0.04098,0.18194,0.02231,1.11655,0.4121,0.61627,0.22126,0.07164,0.01429,0.03968,0.00819
ISS_260RF_FMOVIE001_PRIME,0,18000,2017-02-05T04:25:31,0.0,359.98,5.254,6.464,5.899,112.162,122.016,117.473,54.493,64.089,59.688,63.314,100.0,2.12484,0.6296,1.06111,0.28636,0.43822,0.07473,0.21828,0.02222,1.51425,0.57988,0.75642,0.27258,0.17236,0.03198,0.0864,0.01486
ISS_265RF_FMOVIE001_PRIME,0,5382,2017-03-12T00:02:03,20.1,346.3,7.939,9.976,8.361,131.809,134.446,133.115,72.478,74.887,73.662,63.29,29.9,5.59625,0.94732,1.57154,0.25833,1.1545,0.08236,0.32389,0.01353,3.90635,0.90702,1.09642,0.24768,0.5354,0.07989,0.15124,0.02742
ISS_272RF_FMOVIE001_PRIME,0,9745,2017-05-01T01:44:27,0.0,359.98,5.922,7.393,6.267,133.536,136.659,135.126,72.452,75.533,74.008,63.27,54.13888888888889,6.39653,1.00263,1.76285,0.29507,1.24561,0.07091,0.3422,0.0068,4.27248,1.01991,1.1776,0.28963,0.87844,0.14141,0.24305,0.04672
ISS_274RF_FMOVIE001_PRIME,0,6321,2017-05-13T13:46:35,0.0,359.98,6.742,8.874,6.94,138.359,140.083,139.216,76.472,78.155,77.294,63.268,35.11666666666667,9.36772,1.30205,2.0593,0.28937,2.01785,0.1141,0.44301,0.01271,5.98842,1.27373,1.31657,0.28199,1.36144,0.14936,0.29972,0.03652
ISS_274RF_FMOVIE002_PRIME,0,14025,2017-05-14T00:07:23,50.36,330.84,5.836,9.265,7.051,124.301,130.237,127.492,69.671,74.293,72.151,63.27,77.91666666666667,4.09443,1.1766,1.23742,0.30614,0.93854,0.13589,0.28568,0.03257,2.98936,1.05093,0.90131,0.2816,0.16653,0.03813,0.05043,0.0096
ISS_276RI_HIRESAFRG001_PRIME,0,3559,2017-05-28T01:29:31,0.0,359.98,3.07,4.376,3.689,106.069,120.462,113.804,55.717,59.727,57.891,63.269,19.772222222222222,1.95117,0.69622,1.04191,0.38552,0.40693,0.06112,0.21708,0.03814,1.36321,0.58207,0.7272,0.3177,0.18103,0.09516,0.09763,0.05299
ISS_289RF_FMOVIE001_PRIME,0,18000,2017-08-18T21:23:07,0.0,359.98,5.322,7.139,6.078,131.324,136.96,134.344,68.289,74.131,71.405,63.298,100.0,5.33187,1.84924,1.66886,0.48216,1.04033,0.12542,0.32898,0.02566,3.68382,1.59887,1.15113,0.43756,0.60773,0.26116,0.18875,0.06902
ISS_292RF_FMOVIE001_PRIME,0,18000,2017-09-06T11:47:07,0.0,359.98,7.204,9.071,7.885,138.143,142.227,140.253,75.016,78.932,77.023,63.312,100.0,9.24243,2.2014,2.05317,0.44465,2.13077,0.32815,0.47291,0.04391,6.61942,1.98895,1.47024,0.42027,0.49224,0.07104,0.11002,0.0154
