Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_109RI_TDIFS20HP001_CIRS,0,12827,2009-04-21T12:42:06,0.0,359.98,155.53,244.293,328.59,295.993,199.73,200.529,200.174,43.764,128.86,95.819,66.32926,125.6247,79.47207,143.66544,148.0075,145.47466,55.42003,59.832817,57.22118,88.2870336,71.26,5.18730533,2.16391992,2.81367987,1.20348156
ISS_110RF_FMOVIE002_PRIME,0,12616,2009-05-10T09:03:58,49.94,302.24,176.09,249.526,261.987,256.13,250.625,251.84,251.234,0.001,359.996,18.763,5.531809,5.761377,5.6389914,52.805702,66.2597,59.307636,56.305046,70.077415,63.25404,88.58032899,70.09,1.23833962,0.30193312,0.54843724,0.12043604
ISS_111RF_FMOVIE002_PRIME,0,9615,2009-05-26T09:08:14,0.0,359.98,243.29,273.659,285.544,277.409,293.838,294.69,294.246,339.813,351.706,343.163,5.235607,21.119284,5.815591,34.34401,38.285255,36.10141,92.94914,103.17809,97.95869,88.82511891,53.42,4.81671126,2.58589952,0.53555004,0.09109645
ISS_112RF_FMOVIE002_PRIME_1,0,9102,2009-06-10T11:51:26,0.0,359.98,205.66,115.15,122.15,119.543,334.647,335.459,335.058,139.691,147.502,144.485,4.214558,5.5319166,4.6161757,17.098747,21.66051,18.801378,97.7894,109.73838,104.14287,89.05793106,50.57,2.10932525,0.54194708,0.48479117,0.07122062
ISS_112RF_FMOVIE002_PRIME_2,0,6533,2009-06-10T19:18:22,0.0,359.98,187.52,294.479,299.046,295.509,335.485,336.071,335.772,318.676,323.56,319.737,5.1981945,5.9433274,5.297365,33.752274,34.878727,34.217014,109.64929,117.23621,113.52538,89.06137421,36.29,1.33945886,0.12221398,0.53525161,0.07660794
ISS_114RF_FMOVIEEQX001_PRIME,0,15013,2009-07-13T20:02:06,0.0,359.98,168.96,220.483,226.543,224.816,64.675,66.043,65.366,154.44,161.399,159.449,8.778051,9.724829,9.203712,88.16686,92.176735,90.24917,130.7217,132.91011,131.88232,89.57431509,83.41,1.08029432,0.22611809,0.7202342,0.14659511
ISS_115RF_FMOVIEEQX001_PRIME,0,15720,2009-07-30T01:05:34,0.0,359.98,181.57,231.507,240.887,236.823,108.448,109.864,109.159,121.643,132.439,127.664,9.999373,11.023145,10.384387,98.87824,101.838196,100.41331,117.34717,119.10134,118.220146,89.82384793,87.33,1.56071559,0.28648364,0.73771139,0.1341008
ISS_132RI_FMOVIE001_VIMS,0,15225,2010-05-31T23:02:54,32.6,347.02,194.39,262.026,277.616,267.793,214.495,215.919,215.179,47.066,61.696,52.614,7.372074,10.828643,8.097435,119.85024,125.546646,122.4768,79.423874,80.13897,79.854004,85.53846367,84.58,5.86788594,0.70614977,1.03342451,0.12405075
ISS_134RI_SPKMVDFHP001_PRIME,0,18000,2010-07-02T21:24:14,0.0,359.98,179.99,255.246,291.396,273.329,300.717,302.517,301.682,314.528,348.879,331.646,68.92824,107.16242,82.88335,123.15765,131.44096,127.269844,105.57593,107.69819,106.59308,85.06217696,100.0,4.27890961,1.13869474,1.22360558,0.33701456
ISS_166RI_FNTLPMOV001_PRIME,0,11935,2012-05-23T12:10:06,45.86,287.94,166.62,187.954,230.058,205.095,5.552,6.479,5.999,181.474,224.506,199.096,13.426476,69.47682,29.337059,45.53184,47.598915,46.64607,92.97794,93.59436,93.26659,75.57645192,66.31,8.09440372,1.55673166,0.46232716,0.09826425
ISS_168RF_FMOVIE001_PRIME,0,10739,2012-06-25T03:03:58,0.0,359.98,191.11,275.099,288.168,277.701,93.635,94.635,94.12,180.762,194.533,183.581,10.752375,14.074018,11.406589,108.71253,111.519875,110.10237,110.622635,111.00453,110.77292,75.17375467,59.66,2.75175832,0.84786621,0.97579617,0.30031504
ISS_168RI_SPOKEMOV001_PRIME,0,17977,2012-06-24T11:10:54,0.0,359.98,179.83,42.45,112.483,84.166,91.849,93.5,92.681,2.766,324.237,108.194,139.9789,217.64413,167.50711,97.227455,100.984695,98.93549,109.5648,111.241264,110.188515,75.18117857,99.87,2.27493473,0.71864474,0.78415115,0.24485291
ISS_172RF_FMOVIE001_PRIME,0,15384,2012-09-20T17:37:33,0.0,359.98,170.74,273.016,282.873,278.398,330.195,331.608,330.91,302.497,311.278,307.488,10.02026,10.9173,10.46127,110.86728,115.31748,113.05646,121.61432,122.18835,121.90318,74.11723353,85.47,1.91454991,0.54520205,1.01196019,0.28880225
ISS_172RI_EGAPMOVMP002_PRIME,0,18000,2012-10-01T13:11:25,0.0,359.98,179.99,226.247,236.735,231.73,0.005,359.986,134.032,226.811,237.221,231.518,14.31293,14.867898,14.572016,71.71768,74.50857,73.10989,114.71967,116.27462,115.507,73.98809547,100.0,1.6067658,0.47264476,0.69159625,0.20179874
ISS_172RI_SPOKEMOV001_PRIME,0,17975,2012-09-18T19:10:21,0.0,359.98,180.01,10.127,113.507,61.017,324.97,326.159,325.56,43.967,148.537,95.457,137.0731,215.97952,152.7103,92.01531,96.55973,93.304054,118.42712,121.81139,120.20675,74.14366588,99.86,1.46396536,0.42408415,0.73588215,0.21197226
ISS_172RI_SPOKEMOV002_PRIME,0,17393,2012-09-19T17:55:41,0.0,359.98,182.55,215.584,313.574,267.841,327.529,328.69,328.124,246.894,346.044,299.717,116.781425,209.69724,128.8351,103.059814,106.84696,105.34295,119.42218,122.141335,120.857925,74.13011311,96.63,1.78441953,0.50217157,0.91528112,0.25794322
ISS_173RF_FMOVIE001_PRIME_1,0,11455,2012-10-15T19:43:57,3.64,232.72,118.18,107.028,143.071,124.623,37.939,38.834,38.385,68.193,105.131,86.238,7.7177973,9.039368,8.032556,137.36513,142.12177,139.49869,123.75617,124.32153,124.07823,73.82718137,63.64,3.73060167,0.68718188,2.09051279,0.38591465
ISS_173RF_FMOVIE001_PRIME_2,0,11430,2012-10-16T03:46:37,3.48,232.06,117.77,302.032,337.462,319.886,38.844,39.74,39.293,262.291,298.618,280.593,7.213976,9.848021,7.8736725,153.2955,160.86551,157.2051,118.24112,123.41418,120.86071,73.82084172,63.5,10.17245429,1.95968605,5.18223828,0.84421356
ISS_173RI_SPOKEMOV001_PRIME,0,16948,2012-10-06T19:24:45,0.0,359.98,174.96,200.565,315.357,254.901,13.6,14.641,14.107,185.923,301.756,240.794,162.08391,258.85403,175.94937,91.36581,94.0043,93.09748,123.257065,125.589935,124.37885,73.92959462,94.16,1.40242622,0.37131433,0.79234738,0.21147051
ISS_173RI_SPOKEMOV002_PRIME,0,11764,2012-10-10T23:56:13,0.0,359.98,149.63,46.153,157.31,97.085,24.911,25.487,25.177,20.666,132.399,71.907,151.21317,245.30788,166.8382,103.17243,105.07287,103.90385,126.40171,129.7867,127.99094,73.88493179,65.36,1.38888485,0.38511537,0.8564232,0.24508208
ISS_173RI_SPOKEMOV003_PRIME,0,17988,2012-10-12T20:55:25,0.0,359.98,179.94,98.155,102.981,99.647,29.973,31.633,30.804,66.68,71.536,68.843,119.084625,128.26562,123.4622,112.39741,116.0775,114.20402,128.90048,129.15361,129.039,73.85836077,99.93,1.5664302,0.42248511,0.9865958,0.26605332
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8991,2012-11-08T21:59:57,0.0,359.98,200.09,316.669,322.396,320.673,103.001,103.81,103.41,213.064,219.344,217.262,7.4197116,7.946328,7.661875,150.42447,156.162,153.24666,121.0525,123.744606,122.49844,73.54504831,49.95,7.83772912,1.4694472,4.20546199,0.76663383
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8989,2012-11-09T05:18:21,0.0,359.98,199.89,133.81,139.652,136.229,103.822,104.631,104.223,29.61,35.83,32.005,6.4428396,7.2859817,6.800538,143.81628,149.51744,146.55736,119.1272,121.81354,120.56549,73.54318713,49.94,5.8463465,1.21179711,2.96820987,0.59875012
ISS_174RI_SPOKEMOV001_PRIME,0,17990,2012-11-02T19:58:21,0.0,359.98,180.0,57.429,105.749,83.821,86.571,90.078,88.92,8.763,335.03,148.546,151.90128,165.06659,159.4106,98.51032,104.230255,102.05203,127.401726,129.37733,128.09987,73.60604012,99.94,1.31783762,0.34012834,0.81292586,0.20923468
ISS_174RI_SPOKEMOV002_PRIME,0,17992,2012-11-05T10:47:25,0.0,359.98,180.03,98.742,107.354,102.992,93.638,95.291,94.475,3.496,13.527,8.517,124.2461,138.33453,130.43489,110.12398,113.58363,111.84388,128.50891,129.05482,128.7853,73.58369426,99.96,1.52450399,0.39488127,0.95497361,0.24734673
ISS_174RI_SPOKEMOV004_PRIME,0,15537,2012-11-07T23:09:17,0.0,359.98,187.09,99.908,168.979,120.231,100.431,101.552,100.926,0.015,359.995,21.228,87.80473,150.9529,96.19837,127.698395,132.20514,129.7268,125.03404,127.60181,126.78182,73.55633743,86.32,2.52774827,0.59686178,1.51338313,0.35844855
ISS_176RF_FMOVIE001_PRIME,0,15864,2012-12-06T18:33:01,0.0,359.98,181.88,0.004,359.999,121.099,178.218,179.89,179.039,175.862,191.764,183.534,8.231553,9.4269705,8.841733,103.36731,111.67881,107.340645,146.12524,148.36385,147.33643,73.22226133,88.13,1.10957023,0.36379958,0.93436743,0.30741797
ISS_177RF_FMOVIE001_PRIME_1,0,7288,2012-12-18T20:33:33,0.0,359.98,73.34,237.012,241.558,239.919,210.848,211.503,211.179,25.508,30.678,28.74,9.538636,9.729951,9.631234,93.81783,96.50203,95.16178,135.55908,136.70581,136.14035,73.08681601,40.49,1.1351432,0.30599182,0.81847921,0.2213401
ISS_177RF_FMOVIE001_PRIME_2,0,7252,2012-12-19T02:29:49,0.0,359.98,72.81,20.707,24.904,23.303,211.516,212.17,211.845,168.536,173.362,171.457,9.728523,10.032331,9.881184,89.2124,92.20657,90.66448,139.67523,141.3828,140.50934,73.08630497,40.29,0.97115277,0.2767538,0.74945407,0.21453105
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8740,2012-12-25T02:34:37,0.0,359.98,208.72,180.677,193.977,190.324,227.726,228.475,228.115,312.201,326.25,322.209,5.7965064,10.681469,6.1930475,16.325441,21.399899,18.97593,75.7644,81.6374,78.85487,73.01643283,48.56,2.99114736,0.75797559,0.56927842,0.14600596
ISS_177RF_FRSTRCHAN001_PRIME_2,0,5702,2012-12-25T09:20:29,0.0,359.98,160.84,0.011,359.991,345.099,228.488,228.933,228.72,116.6,135.456,127.933,6.336169,16.550337,7.142919,9.754965,13.515151,11.742783,81.4745,84.341255,82.986046,73.01515412,31.68,5.19359385,1.33052446,0.62651673,0.15462306
ISS_177RI_SPOKEMOV001_PRIME,0,16189,2012-12-19T19:33:17,0.0,359.98,174.5,99.441,145.181,111.887,213.435,214.807,214.032,245.887,291.745,257.855,92.04292,121.25381,97.287346,94.82218,101.83739,97.88762,136.66621,139.70624,138.87408,73.07531617,89.94,1.12335046,0.29695241,0.84589401,0.22306047
ISS_178RI_SPOKEMOV001_PRIME,0,14368,2013-01-02T11:35:25,0.0,359.98,168.41,119.598,158.158,132.682,250.342,251.564,250.892,229.256,267.816,241.789,90.81138,114.30919,97.931175,100.09155,107.80132,103.5854,137.66391,139.63347,139.05974,72.92053377,79.82,1.15638475,0.31586719,0.87348214,0.23868383
ISS_179RF_FMOVIE001_PRIME,0,18000,2013-01-13T18:33:33,0.0,359.98,179.99,258.298,261.286,259.811,280.83,282.49,281.66,336.086,340.252,338.151,9.499176,10.25125,9.851367,87.332825,93.61426,90.42873,133.78603,136.84299,135.33896,72.7895668,100.0,1.07975058,0.26361634,0.7674438,0.18533292
ISS_179RF_FRINGPHOT001_VIMS,0,4080,2013-01-17T23:20:29,76.42,166.56,123.22,147.34,156.389,151.726,292.168,292.612,292.382,215.171,223.784,219.344,3.7163885,4.112118,3.9219794,151.91298,160.86594,156.1248,116.809944,123.91072,120.62839,72.74964398,22.67,10.81372145,2.57208712,5.46497489,1.13715998
ISS_179RI_SPOKEMOV001_PRIME,0,15782,2013-01-16T03:13:33,0.0,359.98,179.79,120.712,151.952,135.43,287.205,288.607,287.861,193.507,224.747,207.569,80.009895,102.193306,87.23155,104.78953,115.00646,109.41156,138.59177,140.21703,139.65872,72.76637166,87.68,1.19276159,0.27432252,0.90885765,0.20766806
ISS_180RF_FMOVIE001_PRIME,0,15102,2013-01-27T17:43:25,0.0,359.98,195.68,330.961,335.139,333.162,318.539,319.923,319.231,11.235,16.521,13.93,10.650917,11.657373,11.164672,90.55701,96.79743,93.62328,139.9578,142.78957,141.39217,72.63550749,83.9,0.96993054,0.22795861,0.75793791,0.17829353
ISS_180RF_HIRESFRNG001_PRIME,0,4225,2013-02-01T15:06:37,233.08,321.66,276.63,192.857,197.017,194.891,331.746,332.165,331.959,221.11,224.858,222.932,2.8328922,3.1786208,3.0009809,50.883926,66.65604,58.373302,22.25743,28.135237,24.699213,72.58488168,23.47,0.65245143,0.10725324,0.59222458,0.09579434
ISS_180RI_SPOKEMOV001_PRIME,0,7267,2013-01-28T17:14:05,0.0,359.98,226.0,117.18,157.48,125.152,321.185,321.694,321.371,155.995,196.295,163.78,103.38702,123.783966,108.364655,95.34546,98.09428,96.609505,136.5711,138.31725,137.74498,72.62954985,40.37,0.99014826,0.2608556,0.73229615,0.190522
ISS_180RI_SPOKEMOV002_PRIME,0,9760,2013-01-29T17:23:41,0.0,359.98,118.72,125.007,152.167,134.044,323.902,324.735,324.272,161.105,188.265,169.772,76.51943,93.655846,81.00798,109.12919,115.48814,111.98668,138.86534,140.49347,139.92291,72.61686938,54.22,1.27362973,0.32861422,0.9744696,0.25115994
ISS_181RF_FMOVIE001_PRIME,0,18000,2013-02-09T18:25:33,0.0,359.98,179.99,267.601,270.707,269.157,353.722,355.387,354.558,272.354,276.859,274.598,9.219322,10.140054,9.655862,90.82574,97.56108,94.149185,136.20964,139.1191,137.70361,72.4883592,100.0,1.05016304,0.30172648,0.7771014,0.22581917
ISS_181RF_FRINGPHOT001_VIMS,0,5938,2013-02-13T14:14:21,36.58,155.32,95.95,146.952,158.929,152.516,4.05,4.632,4.338,142.894,154.304,148.178,3.5631847,4.090131,3.8174372,151.95752,163.77673,157.67995,113.79813,123.57413,118.97335,72.45250301,32.99,11.5068527,3.31888694,5.4586169,1.25997067
ISS_181RF_FRINGPHOT002_VIMS,0,3230,2013-02-14T00:09:01,78.78,143.36,111.07,15.394,25.045,20.232,5.166,5.46,5.325,10.159,19.584,14.907,2.9567585,6.545725,3.215243,146.94185,156.39223,151.46407,93.43142,101.83554,97.42058,72.44949593,17.94,29.0471358,6.08202105,3.52669851,0.96100948
ISS_181RI_SPOKEMOV001_PRIME,0,6787,2013-02-11T17:03:25,36.16,171.9,104.02,119.183,151.043,127.734,358.968,359.48,359.174,120.214,152.074,128.559,85.205215,102.887,89.58117,103.88298,107.30724,105.45857,138.56526,140.23473,139.87206,72.4740867,37.71,1.13554031,0.31646945,0.86811764,0.24198839
ISS_183RF_FMOVIE001_PRIME_1,0,7354,2013-03-04T22:20:13,172.64,319.7,246.17,41.926,48.097,43.314,56.266,56.92,56.586,345.006,351.831,346.728,9.028205,9.494702,9.158773,68.72583,71.65326,70.20019,128.76418,131.20462,130.05482,72.24007351,40.86,0.88194931,0.18186526,0.56758541,0.11764449
ISS_183RF_FMOVIE001_PRIME_2,0,7265,2013-03-05T04:20:13,172.62,317.9,245.26,187.384,192.027,190.636,56.941,57.595,57.274,129.789,135.062,133.361,11.675706,12.087328,11.859964,77.63863,80.54489,79.09978,129.20105,130.99559,130.11111,72.23558738,40.36,0.9237989,0.19581918,0.59513485,0.12610397
ISS_183RI_SPOKEMOV001_PRIME,0,15219,2013-03-06T22:18:37,0.0,359.98,186.94,260.419,296.039,284.738,61.665,62.986,62.365,197.46,233.052,222.372,69.644615,76.22473,72.71104,104.80483,113.83578,109.44521,145.14442,148.62369,147.13538,72.21257526,84.55,1.14236735,0.27973474,0.95931116,0.23433634
ISS_184RF_FMOVIE001_PRIME,0,7122,2013-03-18T20:15:25,0.0,359.98,278.72,268.246,272.033,270.172,93.836,94.48,94.158,173.766,178.178,176.013,7.440614,7.692306,7.5705547,104.28167,108.375984,106.306656,144.8172,145.86829,145.36781,72.08515628,39.57,1.03208646,0.29398067,0.84916243,0.24133403
ISS_184RF_FMOVIE002_PRIME,0,13835,2013-03-27T13:23:41,0.0,359.98,199.25,5.742,11.39,9.781,117.366,118.626,118.002,247.116,254.0,251.778,9.6903715,10.294027,9.893764,55.682934,61.358875,58.46589,119.286896,123.87068,121.53997,71.99010974,76.86,1.16961776,0.36092284,0.60974448,0.18061491
ISS_184RI_SPOKEMOV002_PRIME,0,7138,2013-03-18T15:13:33,0.0,359.98,77.79,243.777,282.017,268.706,93.271,93.756,93.54,150.021,188.746,175.166,76.55938,80.73105,77.733345,100.81181,103.81022,102.46192,142.59576,145.41545,144.37555,72.08810272,39.66,1.10620904,0.32285526,0.89955139,0.26437464
ISS_189RF_FMOVIE001_PRIME,0,17765,2013-05-06T12:10:05,0.0,359.98,181.04,238.535,243.783,240.074,225.239,226.863,226.047,11.693,18.345,14.027,9.494303,12.679458,10.762525,52.63712,60.738384,56.65702,113.706856,120.48845,117.08035,71.55824127,98.69,1.6158572,0.72822839,0.7296057,0.31763969
ISS_191RF_FMOVIE002_PRIME,0,17247,2013-05-27T09:05:33,0.0,359.98,178.14,263.164,267.076,264.952,281.598,283.191,282.388,340.101,345.478,342.564,7.9023004,8.714614,8.2570715,84.380035,94.03475,89.120514,138.1009,143.55678,140.89316,71.33788599,95.82,1.10958196,0.47416617,0.86089211,0.36940215
ISS_193RF_FMOVIE001_PRIME_1,0,9787,2013-06-19T22:58:37,118.08,313.8,215.94,42.485,47.967,43.964,345.266,346.15,345.702,56.477,62.701,58.262,8.217124,8.687032,8.374863,69.54281,74.55601,72.0524,131.53119,135.62367,133.63536,71.09778927,54.37,0.95499642,0.28934064,0.6585114,0.20004311
ISS_193RF_FMOVIE001_PRIME_2,0,9754,2013-06-20T06:57:01,118.4,313.46,215.93,236.181,241.016,239.433,346.164,347.045,346.609,249.135,254.839,252.824,8.028353,8.13464,8.084354,83.54698,88.742905,86.15521,136.1953,139.2409,137.75516,71.0914951,54.19,1.04819614,0.32812424,0.7756586,0.24341568
ISS_194RF_FMOVIE001_PRIME_1,0,9730,2013-07-02T02:38:53,118.06,312.64,215.35,275.454,279.255,276.927,18.082,18.968,18.522,256.691,261.172,258.404,8.711221,9.461143,9.05413,81.46022,86.82729,84.13595,137.38524,140.81563,139.1067,70.96921747,54.06,1.06761655,0.34972078,0.8063501,0.26348019
ISS_194RF_FMOVIE001_PRIME_2,0,9748,2013-07-02T10:36:45,117.68,312.62,215.15,108.24,112.385,109.697,18.978,19.865,19.418,88.491,93.406,90.28,10.671611,11.923176,11.257779,76.9333,81.78164,79.324875,133.89517,137.18147,135.54958,70.96919907,54.16,0.98726387,0.30858066,0.70420205,0.22016887
ISS_196RF_FMOVIE003_PRIME,0,18000,2013-08-20T21:55:41,0.0,359.98,179.99,237.332,241.09,239.38,152.564,154.219,153.393,83.209,88.455,85.986,9.05703,10.37078,9.519645,58.616646,69.63074,64.25076,116.8634,124.67279,120.9233,70.46120992,100.0,1.47907084,0.60312029,0.75523965,0.31238554
ISS_196RF_FMOVIE004_PRIME,0,18000,2013-08-24T10:02:37,0.0,359.98,179.99,277.33,280.574,278.976,162.027,163.697,162.857,113.825,118.233,116.119,10.874667,11.367328,11.093456,108.600685,115.05646,111.8422,143.19888,143.5141,143.3812,70.42594371,100.0,1.38359716,0.57555675,1.1104833,0.46199129
ISS_196RF_FMOVIE005_PRIME,0,18000,2013-08-26T09:47:41,0.0,359.98,179.99,282.34,288.183,286.544,167.4,169.066,168.228,113.909,120.637,118.315,12.429727,13.419891,12.902433,128.11348,133.58563,130.85023,138.37102,140.74387,139.5808,70.40573876,100.0,2.35141722,1.04944843,1.78611247,0.78273784
ISS_196RF_FMOVIE006_PRIME,0,17648,2013-08-28T09:38:05,0.0,359.98,181.21,295.975,303.126,300.987,172.782,174.387,173.591,121.588,130.344,127.396,13.974835,16.007837,14.735412,145.29483,150.18694,147.76208,129.41565,132.78722,131.14664,70.38671283,98.04,5.71711333,1.98546701,3.75174592,1.27037094
ISS_197RF_FMOVIE002_PRIME,0,10726,2013-09-15T08:06:53,27.44,290.26,180.78,267.331,272.665,268.942,221.215,222.824,222.285,44.564,51.187,46.657,9.627328,9.95324,9.819954,90.37616,99.115814,96.271576,136.70831,139.7834,138.86128,70.20886193,59.59,1.20614887,0.58749327,0.90835242,0.44400563
ISS_197RF_FMOVIE007_PRIME,0,13802,2013-09-07T08:26:05,0.0,359.98,210.01,252.817,257.624,254.496,199.649,200.915,200.276,52.135,57.974,54.22,9.183665,11.619886,10.22001,104.98635,113.717384,109.47512,48.23601,54.425865,51.341568,70.28901193,76.68,1.92979862,0.77959633,1.20184458,0.4934071
ISS_198RF_FMOVIE001_PRIME_1,0,9826,2013-10-18T16:59:09,0.0,359.98,166.78,274.628,280.908,279.245,311.322,312.206,311.772,322.422,329.313,327.473,11.254852,12.275711,11.650926,118.365326,122.02884,120.249886,138.03105,139.08107,138.64993,69.88620464,54.59,1.5489308,0.36385992,1.16230884,0.2713579
ISS_198RF_FMOVIE001_PRIME_2,0,9850,2013-10-19T00:57:01,0.0,359.98,167.28,106.695,113.309,108.443,312.217,313.102,312.652,153.644,161.092,155.791,11.435349,11.804015,11.620848,113.75621,117.45198,115.58984,138.56026,139.09793,138.84578,69.886632,54.72,1.32288532,0.34448153,0.99590327,0.25888038
ISS_198RI_SPOKEMOV004_PRIME,0,17990,2013-10-19T10:08:29,0.0,359.98,179.96,104.186,170.598,117.209,313.252,314.666,313.84,150.833,217.345,163.368,117.29787,158.7275,122.95763,118.048744,123.41991,120.42838,135.84462,138.74379,137.66144,69.88010878,99.94,1.59771604,0.49950557,1.18098111,0.37101863
ISS_198RI_SPOKEMOV005_PRIME,0,18000,2013-10-21T14:05:17,0.0,359.98,179.99,129.399,150.03,137.371,319.097,320.722,319.873,168.939,190.933,177.498,143.08173,151.62459,146.56583,137.19066,141.4497,139.25615,128.75421,131.34447,130.072,69.85473444,100.0,3.53002652,1.03104728,2.26844843,0.64686736
ISS_199RI_EGAPMOVMP001_PRIME,0,7218,2013-11-25T04:05:17,0.84,358.6,206.1,67.066,71.681,69.326,52.479,53.529,52.983,13.87,19.08,16.343,13.257393,13.675642,13.467395,76.39858,80.067085,78.322685,41.996494,42.68636,42.332195,69.53212595,40.1,0.95481971,0.30810582,0.70588489,0.22809194
ISS_199RI_SPOKEMOV002_PRIME,0,18000,2013-11-11T12:25:33,0.0,359.98,179.99,195.349,201.766,198.522,15.615,18.742,17.533,178.265,183.933,180.989,222.39168,228.78323,224.48067,140.89691,144.16116,142.1771,75.299644,77.862305,76.30532,69.65195463,100.0,9.94221136,2.75558009,2.33963409,0.59612337
